Id,Category
2997,2
2998,4
2999,8
3000,9
3001,9
3002,1
3003,10
3004,5
3005,4
3006,10
3007,10
3008,4
3009,10
3010,10
3011,1
3012,2
3013,9
3014,10
3015,1
3016,1
3017,10
3018,5
3019,10
3020,7
3021,0
3022,10
3023,4
3024,4
3025,10
3026,10
3027,2
3028,10
3029,3
3030,0
3031,7
3032,9
3033,5
3034,2
3035,10
3036,1
3037,10
3038,10
3039,4
3040,10
3041,9
3042,10
3043,2
3044,1
3045,1
3046,10
3047,9
3048,5
3049,5
3050,1
3051,10
3052,8
3053,10
3054,0
3055,9
3056,9
3057,9
3058,9
3059,8
3060,8
3061,0
3062,7
3063,9
3064,4
3065,9
3066,7
3067,9
3068,10
3069,5
3070,3
3071,1
3072,3
3073,3
3074,10
3075,3
3076,8
3077,9
3078,0
3079,8
3080,9
3081,10
3082,9
3083,9
3084,9
3085,8
3086,5
3087,9
3088,7
3089,10
3090,9
3091,10
3092,9
3093,9
3094,10
3095,4
3096,9
3097,5
3098,8
3099,4
3100,2
3101,9
3102,5
3103,8
3104,8
3105,0
3106,2
3107,9
3108,8
3109,9
3110,9
3111,9
3112,5
3113,8
3114,9
3115,9
3116,8
3117,10
3118,6
3119,10
3120,10
3121,9
3122,5
3123,4
3124,8
3125,3
3126,8
3127,5
3128,1
3129,5
3130,7
3131,2
3132,4
3133,5
3134,5
3135,4
3136,4
3137,9
3138,2
3139,5
3140,5
3141,7
3142,9
3143,9
3144,10
3145,8
3146,1
3147,10
3148,2
3149,4
3150,5
3151,1
3152,10
3153,8
3154,9
3155,9
3156,10
3157,4
3158,4
3159,9
3160,6
3161,1
3162,8
3163,10
3164,9
3165,4
3166,9
3167,9
3168,2
3169,0
3170,9
3171,9
3172,0
3173,10
3174,3
3175,7
3176,10
3177,10
3178,6
3179,3
3180,0
3181,10
3182,9
3183,8
3184,1
3185,8
3186,9
3187,8
3188,8
3189,0
3190,0
3191,3
3192,9
3193,4
3194,2
3195,4
3196,10
3197,8
3198,2
3199,1
3200,10
3201,3
3202,10
3203,9
3204,7
3205,10
3206,10
3207,6
3208,10
3209,5
3210,4
3211,4
3212,9
3213,2
3214,10
3215,9
3216,9
3217,10
3218,8
3219,9
3220,9
3221,9
3222,8
3223,9
3224,3
3225,0
3226,9
3227,9
3228,5
3229,9
3230,10
3231,4
3232,8
3233,5
3234,7
3235,10
3236,4
3237,7
3238,3
3239,10
3240,9
3241,10
3242,7
3243,8
3244,3
3245,10
3246,10
3247,3
3248,9
3249,5
3250,10
3251,5
3252,2
3253,9
3254,8
3255,9
3256,4
3257,8
3258,4
3259,5
3260,9
3261,5
3262,8
3263,5
3264,8
3265,10
3266,9
3267,8
3268,10
3269,9
3270,5
3271,4
3272,9
3273,10
3274,4
3275,8
3276,8
3277,0
3278,3
3279,9
3280,6
3281,10
3282,9
3283,2
3284,9
3285,9
3286,1
3287,3
3288,4
3289,2
3290,7
3291,9
3292,8
3293,2
3294,10
3295,6
3296,8
3297,10
3298,9
3299,7
3300,4
3301,9
3302,2
3303,0
3304,10
3305,2
3306,8
3307,2
3308,9
3309,2
3310,1
3311,9
3312,9
3313,1
3314,8
3315,10
3316,4
3317,9
3318,6
3319,3
3320,1
3321,10
3322,8
3323,3
3324,9
3325,2
3326,8
3327,5
3328,10
3329,4
3330,10
3331,9
3332,10
3333,8
3334,10
3335,5
3336,9
3337,10
3338,10
3339,10
3340,2
3341,10
3342,2
3343,8
3344,3
3345,0
3346,9
